   0.0000000    0.2660249
  50.0000000    0.2746541
 100.0000000    0.2550930
 150.0000000    0.2555577
 200.0000000    0.2669771
 250.0000000    0.2811874
 300.0000000    0.2740731
 350.0000000    0.2722577
 400.0000000    0.2791571
 450.0000000    0.3037950
 500.0000000    0.3058450
 550.0000000    0.3008483
 600.0000000    0.2965486
 650.0000000    0.2886513
 700.0000000    0.2971838
 750.0000000    0.2877610
 800.0000000    0.2704337
 850.0000000    0.2838087
 900.0000000    0.3240099
 950.0000000    0.2941804
1000.0000000    0.2584616
1050.0000000    0.2747053
1100.0000000    0.2904834
1150.0000000    0.2963960
1200.0000000    0.3026623
1250.0000000    0.3023182
1300.0000000    0.3147966
1350.0000000    0.3072370
1400.0000000    0.3058870
1450.0000000    0.3017249
1500.0000000    0.2798960
1550.0000000    0.3100559
1600.0000000    0.2930493
1650.0000000    0.2811508
1700.0000000    0.3028165
1750.0000000    0.2694052
1800.0000000    0.2953287
1850.0000000    0.3048959
1900.0000000    0.3071998
1950.0000000    0.3067403
2000.0000000    0.2863012
2050.0000000    0.3132557
2100.0000000    0.3423864
2150.0000000    0.3317698
2200.0000000    0.3038376
2250.0000000    0.2593337
2300.0000000    0.2867087
2350.0000000    0.2859247
2400.0000000    0.3282993
2450.0000000    0.3204322
2500.0000000    0.3015426
2550.0000000    0.2917690
2600.0000000    0.2792799
2650.0000000    0.3279845
2700.0000000    0.3059528
2750.0000000    0.2722786
2800.0000000    0.3121240
2850.0000000    0.3632024
2900.0000000    0.3491965
2950.0000000    0.3186163
3000.0000000    0.3060813
3050.0000000    0.2772756
3100.0000000    0.2081518
3150.0000000    0.1968579
3200.0000000    0.2320827
3250.0000000    0.2329573
3300.0000000    0.2070342
3350.0000000    0.2246142
3400.0000000    0.2116208
3450.0000000    0.2192157
3500.0000000    0.2272081
3550.0000000    0.1885417
3600.0000000    0.2490460
3650.0000000    0.2726633
3700.0000000    0.2897171
3750.0000000    0.2523961
3800.0000000    0.2408471
3850.0000000    0.2436791
3900.0000000    0.2151760
3950.0000000    0.2347551
4000.0000000    0.2470511
4050.0000000    0.2254092
4100.0000000    0.2329078
4150.0000000    0.2203528
4200.0000000    0.2653596
4250.0000000    0.3014367
4300.0000000    0.2644389
4350.0000000    0.2465365
4400.0000000    0.2592807
4450.0000000    0.2245102
4500.0000000    0.2120401
4550.0000000    0.2444596
