      0.000   24.082
     50.000   23.581
    100.000   24.713
    150.000   23.869
    200.000   24.418
    250.000   24.835
    300.000   25.081
    350.000   24.934
    400.000   23.786
    450.000   24.553
    500.000   24.847
    550.000   24.149
    600.000   24.072
    650.000   24.045
    700.000   24.210
    750.000   24.927
    800.000   24.528
    850.000   23.673
    900.000   23.549
    950.000   22.940
   1000.000   25.203
   1050.000   24.517
   1100.000   24.227
   1150.000   25.255
   1200.000   24.521
   1250.000   25.215
   1300.000   24.422
   1350.000   23.973
   1400.000   24.460
   1450.000   22.846
   1500.000   22.204
   1550.000   22.857
   1600.000   24.089
   1650.000   23.308
   1700.000   24.337
   1750.000   23.327
   1800.000   23.872
   1850.000   24.797
   1900.000   24.679
   1950.000   23.542
   2000.000   23.869
   2050.000   25.356
   2100.000   24.890
   2150.000   24.391
   2200.000   24.254
   2250.000   24.496
   2300.000   23.735
   2350.000   24.957
   2400.000   25.032
   2450.000   24.124
   2500.000   26.077
   2550.000   26.224
   2600.000   25.585
   2650.000   25.403
   2700.000   25.089
   2750.000   25.241
   2800.000   25.728
   2850.000   25.816
   2900.000   25.935
   2950.000   26.351
   3000.000   25.500
   3050.000   26.007
   3100.000   25.186
   3150.000   24.376
   3200.000   25.366
   3250.000   25.442
   3300.000   23.177
   3350.000   23.669
   3400.000   24.335
   3450.000   25.738
   3500.000   25.261
   3550.000   24.578
   3600.000   23.544
   3650.000   26.025
   3700.000   25.145
   3750.000   25.363
   3800.000   25.464
   3850.000   24.240
   3900.000   25.813
   3950.000   24.964
   4000.000   24.508
   4050.000   24.710
   4100.000   25.294
   4150.000   26.350
   4200.000   26.161
   4250.000   25.477
   4300.000   25.599
   4350.000   25.234
   4400.000   25.555
   4450.000   24.334
   4500.000   24.615
   4550.000   25.868
   4600.000   25.983
   4650.000   25.252
   4700.000   25.150
   4750.000   24.936
   4800.000   24.793
   4850.000   25.057
   4900.000   24.402
   4950.000   25.220
   5000.000   25.794
   5050.000   25.567
   5100.000   26.550
   5150.000   25.977
   5200.000   25.634
   5250.000   26.536
   5300.000   24.924
   5350.000   26.166
   5400.000   25.838
   5450.000   25.487
   5500.000   26.644
   5550.000   26.692
   5600.000   26.317
   5650.000   25.807
   5700.000   26.466
   5750.000   26.560
   5800.000   27.003
   5850.000   26.553
   5900.000   26.706
   5950.000   26.923
   6000.000   26.139
   6050.000   26.373
   6100.000   26.286
   6150.000   27.073
   6200.000   27.045
   6250.000   26.943
   6300.000   26.590
   6350.000   26.826
   6400.000   24.903
   6450.000   25.889
   6500.000   25.558
   6550.000   26.159
   6600.000   26.796
   6650.000   26.547
   6700.000   26.038
   6750.000   25.325
   6800.000   26.060
   6850.000   25.774
   6900.000   26.882
   6950.000   26.659
   7000.000   25.872
   7050.000   26.324
   7100.000   25.544
   7150.000   25.460
   7200.000   25.166
   7250.000   25.495
   7300.000   26.876
   7350.000   26.028
   7400.000   25.456
   7450.000   26.285
   7500.000   25.592
   7550.000   25.708
   7600.000   24.858
   7650.000   24.814
   7700.000   25.646
   7750.000   24.844
   7800.000   24.551
   7850.000   25.128
   7900.000   24.601
   7950.000   24.912
   8000.000   24.302
   8050.000   26.086
   8100.000   24.717
   8150.000   24.529
   8200.000   24.972
   8250.000   25.039
   8300.000   24.431
   8350.000   25.169
   8400.000   25.200
   8450.000   25.554
   8500.000   24.115
   8550.000   24.975
   8600.000   24.291
   8650.000   25.504
   8700.000   25.283
   8750.000   25.256
   8800.000   24.925
   8850.000   24.078
   8900.000   24.743
   8950.000   24.411
   9000.000   24.102
   9050.000   23.967
   9100.000   25.344
   9150.000   25.098
   9200.000   25.835
   9250.000   25.110
   9300.000   24.901
   9350.000   24.744
   9400.000   24.745
   9450.000   23.814
   9500.000   22.946
   9550.000   23.769
   9600.000   23.823
   9650.000   23.911
   9700.000   24.538
   9750.000   24.457
   9800.000   25.517
